GEOID,sovi,rank,state_id
g48003,,,
g48005,,,
g48007,,,
g48009,,,
g48011,,,
g48013,,,
g48015,,,
g48017,,,
g48019,,,
g48021,,,
g48023,,,
g48025,,,
g48027,,,
g48029,,,
g48031,,,
g48033,,,
g48035,,,
g48037,,,
g48039,,,
g48041,,,
g48043,,,
g48045,,,
g48047,,,
g48049,,,
g48051,,,
g48053,,,
g48055,,,
g48057,,,
g48059,,,
g48061,,,
g48063,,,
g48065,,,
g48067,,,
g48069,,,
g48071,,,
g48073,,,
g48075,,,
g48077,,,
g48079,,,
g48081,,,
g48083,,,
g48085,,,
g48087,,,
g48089,,,
g48091,,,
g48093,,,
g48095,,,
g48097,,,
g48099,,,
g48101,,,
g48103,,,
g48105,,,
g48107,,,
g48109,,,
g48111,,,
g48113,,,
g48115,,,
g48117,,,
g48119,,,
g48121,,,
g48123,,,
g48125,,,
g48127,,,
g48129,,,
g48131,,,
g48133,,,
g48135,,,
g48137,,,
g48139,,,
g48141,,,
g48143,,,
g48145,,,
g48147,,,
g48149,,,
g48151,,,
g48153,,,
g48155,,,
g48157,,,
g48159,,,
g48161,,,
g48163,,,
g48165,,,
g48167,,,
g48169,,,
g48171,,,
g48173,,,
g48175,,,
g48177,,,
g48179,,,
g48181,,,
g48183,,,
g48185,,,
g48187,,,
g48189,,,
g48191,,,
g48193,,,
g48195,,,
g48197,,,
g48199,,,
g48201,,,
g48203,,,
g48205,,,
g48207,,,
g48209,,,
g48211,,,
g48213,,,
g48215,,,
g48217,,,
g48219,,,
g48221,,,
g48223,,,
g48225,,,
g48227,,,
g48229,,,
g48231,,,
g48233,,,
g48235,,,
g48237,,,
g48239,,,
g48241,,,
g48243,,,
g48245,,,
g48247,,,
g48249,,,
g48251,,,
g48253,,,
g48255,,,
g48257,,,
g48259,,,
g48261,,,
g48263,,,
g48265,,,
g48267,,,
g48269,,,
g48271,,,
g48273,,,
g48275,,,
g48277,,,
g48279,,,
g48281,,,
g48283,,,
g48285,,,
g48287,,,
g48289,,,
g48291,,,
g48293,,,
g48295,,,
g48297,,,
g48299,,,
g48301,,,
g48303,,,
g48305,,,
g48307,,,
g48309,,,
g48311,,,
g48313,,,
g48315,,,
g48317,,,
g48319,,,
g48321,,,
g48323,,,
g48325,,,
g48327,,,
g48329,,,
g48331,,,
g48333,,,
g48335,,,
g48337,,,
g48339,,,
g48341,,,
g48343,,,
g48345,,,
g48347,,,
g48349,,,
g48351,,,
g48353,,,
g48355,,,
g48357,,,
g48359,,,
g48361,,,
g48363,,,
g48365,,,
g48367,,,
g48369,,,
g48371,,,
g48373,,,
g48375,,,
g48377,,,
g48379,,,
g48381,,,
g48383,,,
g48385,,,
g48387,,,
g48389,,,
g48391,,,
g48393,,,
g48395,,,
g48397,,,
g48399,,,
g48401,,,
g48403,,,
g48405,,,
g48407,,,
g48409,,,
g48411,,,
g48413,,,
g48415,,,
g48417,,,
g48419,,,
g48421,,,
g48423,,,
g48425,,,
g48427,,,
g48429,,,
g48431,,,
g48433,,,
g48435,,,
g48437,,,
g48439,,,
g48441,,,
g48443,,,
g48445,,,
g48447,,,
g48449,,,
g48451,,,
g48453,,,
g48455,,,
g48457,,,
g48459,,,
g48461,,,
g48463,,,
g48465,,,
g48467,,,
g48469,,,
g48471,,,
g48473,,,
g48475,,,
g48477,,,
g48479,,,
g48481,,,
g48483,,,
g48485,,,
g48487,,,
g48489,,,
g48491,,,
g48493,,,
g48495,,,
g48497,,,
g48499,,,
g48501,,,
g48503,,,
g48505,,,
g48507,,,
g51001,,,
g51003,,,
g51005,,,
g51007,,,
g51009,,,
g51011,,,
g51013,,,
g51015,,,
g51017,,,
g51019,,,
g51021,,,
g51023,,,
g51025,,,
g51027,,,
g51029,,,
g51031,,,
g51033,,,
g51035,,,
g51036,,,
g51037,,,
g51041,,,
g51043,,,
g51045,,,
g51047,,,
g51049,,,
g51051,,,
g51053,,,
g51057,,,
g51059,,,
g51061,,,
g51063,,,
g51065,,,
g51067,,,
g51069,,,
g51071,,,
g51073,,,
g51075,,,
g51077,,,
g51079,,,
g51081,,,
g51083,,,
g51085,,,
g51087,,,
g51089,,,
g51091,,,
g51093,,,
g51095,,,
g51097,,,
g51099,,,
g51101,,,
g51103,,,
g51105,,,
g51107,,,
g51109,,,
g51111,,,
g51113,,,
g51115,,,
g51117,,,
g51119,,,
g51121,,,
g51125,,,
g51127,,,
g51131,,,
g51133,,,
g51135,,,
g51137,,,
g51139,,,
g51141,,,
g51143,,,
g51145,,,
g51147,,,
g51149,,,
g51153,,,
g51155,,,
g51157,,,
g51159,,,
g51161,,,
g51163,,,
g51165,,,
g51167,,,
g51169,,,
g51171,,,
g51173,,,
g51175,,,
g51177,,,
g51179,,,
g51181,,,
g51183,,,
g51185,,,
g51187,,,
g51191,,,
g51193,,,
g51195,,,
g51197,,,
g51199,,,
g51510,,,
g51515,,,
g51520,,,
g51530,,,
g51540,,,
g51550,,,
g51570,,,
g51580,,,
g51590,,,
g51595,,,
g51600,,,
g51610,,,
g51620,,,
g51630,,,
g51640,,,
g51650,,,
g51660,,,
g51670,,,
g51678,,,
g51680,,,
g51683,,,
g51685,,,
g51690,,,
g51700,,,
g51710,,,
g51720,,,
g51730,,,
g51735,,,
g51740,,,
g51750,,,
g51760,,,
g51770,,,
g51775,,,
g51790,,,
g51800,,,
g51810,,,
g51820,,,
g51830,,,
g51840,,,
